CASE_NUMBER,BLOCK,COMMUNITY_AREA,LOCATION_DESCRIPTION
JA454700,700 N RIDGEWAY AVE,HUMBOLDT PARK,SIDEWALK
JA455204,11600 S ASHLAND AVE,WEST PULLMAN,STREET
JA455344,700 S KEELER AVE,WEST GARFIELD PARK,APARTMENT
JA455927,10300 S ABERDEEN ST,WASHINGTON HEIGHTS,SIDEWALK
JA457719,4100 W 30TH ST,SOUTH LAWNDALE,STREET
JA561476,1200 W VAN BUREN ST,NEAR WEST SIDE,STREET
JA564083,1400 W 114TH PL,MORGAN PARK,STREET
JA457811,3800 W ROOSEVELT RD,NORTH LAWNDALE,SIDEWALK
JA458193,1300 S HOMAN AVE,NORTH LAWNDALE,SIDEWALK
JA566350,7600 S RHODES AVE,GREATER GRAND CROSSING,RESIDENCE
JA458812,4700 W ARTHINGTON ST,AUSTIN,STREET
JA567367,1000 N CAMPBELL AVE,WEST TOWN,VEHICLE NON-COMMERCIAL
JA459264,6100 S GREEN ST,ENGLEWOOD,RESIDENCE
JA567557,3000 W JACKSON BLVD,EAST GARFIELD PARK,CTA BUS STOP
JA459963,5200 W ADAMS ST,AUSTIN,SIDEWALK
JA460031,4100 W ROOSEVELT RD,NORTH LAWNDALE,SIDEWALK
JA568569,1600 W CONGRESS PKWY,NEAR WEST SIDE,HOSPITAL BUILDING/GROUNDS
JA568583,2300 W HOWARD ST,WEST RIDGE,BAR OR TAVERN
JA460211,11500 S THROOP ST,WEST PULLMAN,STREET
HZ201938,6900 S NORMAL BLVD,ENGLEWOOD,SIDEWALK
JA569451,1900 N SAWYER AVE,LOGAN SQUARE,SIDEWALK
JA460586,10300 S CORLISS AVE,PULLMAN,SIDEWALK
JA461164,12300 S WALLACE ST,WEST PULLMAN,RESIDENCE PORCH/HALLWAY
JA461488,5500 S WELLS ST,ENGLEWOOD,STREET
JB100109,0 N WABASH AVE,LOOP,SIDEWALK
JB100156,6100 N CLAREMONT AVE,WEST RIDGE,RESIDENCE
JA461603,200 W ROOT ST,FULLER PARK,CONVENIENCE STORE
JB101177,5600 W 63RD ST,CLEARING,SIDEWALK
JB101730,2400 W TOUHY AVE,WEST RIDGE,PARKING LOT/GARAGE(NON.RESID.)
JB101767,6400 S CALUMET AVE,GREATER GRAND CROSSING,STREET
JB102301,9200 S BLACKSTONE AVE,CALUMET HEIGHTS,STREET
JA461800,4500 W CONGRESS PKWY,WEST GARFIELD PARK,STREET
JA462086,4300 W JACKSON BLVD,WEST GARFIELD PARK,SIDEWALK
JA462693,3000 W 24TH ST,SOUTH LAWNDALE,SIDEWALK
JA462889,2400 S WHIPPLE ST,SOUTH LAWNDALE,SIDEWALK
JA463203,12200 S ABERDEEN ST,WEST PULLMAN,STREET
JA463637,4400 W FIFTH AVE,WEST GARFIELD PARK,STREET
JA463860,6500 S SANGAMON ST,ENGLEWOOD,RESIDENCE PORCH/HALLWAY
JB105335,3700 W MONTROSE AVE,IRVING PARK,SIDEWALK
JB105842,4000 W ARMITAGE AVE,HERMOSA,SIDEWALK
JA463888,300 S LEAMINGTON AVE,AUSTIN,STREET
JA464215,10300 S ABERDEEN ST,WASHINGTON HEIGHTS,ALLEY
JA464633,1200 S SPRINGFIELD AVE,NORTH LAWNDALE,ALLEY
JB106441,2500 W FLOURNOY ST,NEAR WEST SIDE,STREET
JB106581,6700 S CHAMPLAIN AVE,WOODLAWN,STREET
JA464756,1300 S HOMAN AVE,NORTH LAWNDALE,SIDEWALK
JB107343,5000 S HOYNE AVE,NEW CITY,STREET
JB107924,1900 N SAWYER AVE,LOGAN SQUARE,SIDEWALK
JB107966,1400 W WASHBURNE AVE,NEAR WEST SIDE,STREET
JA466554,4200 W JACKSON BLVD,WEST GARFIELD PARK,SIDEWALK
JB108149,5400 W EDDY ST,PORTAGE PARK,SIDEWALK
JA467342,3600 W HURON ST,HUMBOLDT PARK,SIDEWALK
JA467351,1200 S LAWNDALE AVE,NORTH LAWNDALE,ALLEY
JA467453,600 N LAMON AVE,AUSTIN,STREET
JA468109,1100 S MASON AVE,AUSTIN,SIDEWALK
JA469053,4200 S MICHIGAN AVE,GRAND BOULEVARD,STREET
JA469163,500 N SPRINGFIELD AVE,HUMBOLDT PARK,STREET
HZ407076,9200 S PERRY AVE,ROSELAND,SIDEWALK
JA469238,2400 S TRUMBULL AVE,SOUTH LAWNDALE,SIDEWALK
JA470043,0 E 70TH ST,GREATER GRAND CROSSING,STREET
JA471585,5000 W HURON ST,AUSTIN,SIDEWALK
JA472168,9700 S GREEN ST,WASHINGTON HEIGHTS,SIDEWALK
JA472452,5900 W ADAMS BLVD,AUSTIN,SIDEWALK
JA473360,5900 W MADISON ST,AUSTIN,SIDEWALK
JA473371,700 N PINE AVE,AUSTIN,STREET
JA473639,4700 W LAKE ST,AUSTIN,CTA PLATFORM
JA474024,3400 W HURON ST,HUMBOLDT PARK,SIDEWALK
JA475268,200 W 79TH ST,GREATER GRAND CROSSING,STREET
JA477634,4900 W GLADYS AVE,AUSTIN,STREET
JA478754,1300 S SPAULDING AVE,NORTH LAWNDALE,SIDEWALK
JA478923,6000 S UNION AVE,ENGLEWOOD,SIDEWALK
JB114272,7500 S STONY ISLAND AVE,SOUTH SHORE,HOSPITAL BUILDING/GROUNDS
JA479077,600 N LAVERGNE AVE,AUSTIN,SIDEWALK
JA479347,6200 S MARSHFIELD AVE,WEST ENGLEWOOD,RESIDENCE PORCH/HALLWAY
JA479380,600 E 37TH ST,OAKLAND,PARK PROPERTY
JB114564,1400 W 47TH ST,NEW CITY,RESTAURANT
JB115393,1700 W COLUMBIA AVE,ROGERS PARK,ALLEY
JB115417,5300 W NORTH AVE,AUSTIN,OTHER
JA479609,10000 S PARNELL AVE,WASHINGTON HEIGHTS,RESIDENCE
JA479632,3300 W FULTON BLVD,EAST GARFIELD PARK,STREET
JA479634,600 N DRAKE AVE,HUMBOLDT PARK,STREET
JA479909,1300 S MILLARD AVE,NORTH LAWNDALE,STREET
JA480421,5500 W CORCORAN PL,AUSTIN,SIDEWALK
JA480459,12300 S LOWE AVE,WEST PULLMAN,SIDEWALK
JA480679,3100 W ROOSEVELT RD,NORTH LAWNDALE,STREET
JB117512,1500 S MORGAN ST,NEAR WEST SIDE,STREET
JA480703,200 W 109TH PL,ROSELAND,RESIDENCE PORCH/HALLWAY
JA480792,9800 S CARPENTER ST,WASHINGTON HEIGHTS,ALLEY
JA482679,3600 W DOUGLAS BLVD,NORTH LAWNDALE,SIDEWALK
JA483096,4000 W MADISON ST,WEST GARFIELD PARK,SIDEWALK
JA483147,1200 S AVERS AVE,NORTH LAWNDALE,STREET
JA483903,700 N LAMON AVE,AUSTIN,SIDEWALK
JA484192,1600 S HARDING AVE,NORTH LAWNDALE,STREET
JA484662,700 N LAWNDALE AVE,HUMBOLDT PARK,SIDEWALK
JA484677,1500 W 71ST ST,WEST ENGLEWOOD,YARD
JB122506,400 W 86TH PL,AUBURN GRESHAM,STREET
JA485571,2200 S CALIFORNIA AVE,SOUTH LAWNDALE,SIDEWALK
JA486531,4100 S MICHIGAN AVE,GRAND BOULEVARD,ALLEY
JA486749,400 W 103RD ST,WASHINGTON HEIGHTS,SIDEWALK
JA487207,5200 W MADISON ST,AUSTIN,STREET
JA487300,1300 S KARLOV AVE,NORTH LAWNDALE,SIDEWALK
JA487498,5300 W VAN BUREN ST,AUSTIN,SIDEWALK
JA487813,1500 S KILDARE AVE,NORTH LAWNDALE,STREET
JA488239,3100 W 13TH ST,NORTH LAWNDALE,SIDEWALK
JA488414,4200 S MICHIGAN AVE,GRAND BOULEVARD,SIDEWALK
JB124530,1200 W 33RD ST,BRIDGEPORT,RESIDENCE PORCH/HALLWAY
JA488487,5500 W JACKSON BLVD,AUSTIN,SIDEWALK
JA488946,500 W 123RD ST,WEST PULLMAN,RESIDENCE PORCH/HALLWAY
HZ412800,2900 W WALNUT ST,EAST GARFIELD PARK,SIDEWALK
JA489598,6200 S LAFLIN ST,WEST ENGLEWOOD,STREET
JA490187,0 E 60TH ST,WASHINGTON PARK,STREET
JA490737,11800 S EMERALD AVE,WEST PULLMAN,STREET
JA491143,6900 S INDIANA AVE,GREATER GRAND CROSSING,APARTMENT
JA491256,300 W GARFIELD BLVD,FULLER PARK,GAS STATION
JA493623,1300 S INDEPENDENCE BLVD,NORTH LAWNDALE,SIDEWALK
JB126743,1800 N FRANCISCO AVE,LOGAN SQUARE,STREET
JB127248,7900 S RICHMOND ST,ASHBURN,RESIDENCE PORCH/HALLWAY
JA494435,1000 W 59TH ST,ENGLEWOOD,SIDEWALK
JA494452,600 S KOSTNER AVE,WEST GARFIELD PARK,STREET
JB127997,1100 N CALIFORNIA AVE,WEST TOWN,VEHICLE NON-COMMERCIAL
JA494615,1200 S LAWNDALE AVE,NORTH LAWNDALE,STREET
JB129101,800 S CLAREMONT AVE,NEAR WEST SIDE,ALLEY
JB129246,3100 W MADISON ST,EAST GARFIELD PARK,PARKING LOT/GARAGE(NON.RESID.)
JA495378,400 W 63RD ST,ENGLEWOOD,RESIDENCE PORCH/HALLWAY
JA497530,6300 S WENTWORTH AVE,GREATER GRAND CROSSING,STREET
JB130379,1800 N LUNA AVE,AUSTIN,STREET
JA497727,1300 S HOMAN AVE,NORTH LAWNDALE,SIDEWALK
JB130950,7600 S SOUTH CHICAGO AVE,AVALON PARK,SIDEWALK
JA497951,600 W 62ND ST,ENGLEWOOD,STREET
JA498018,5400 W MADISON ST,AUSTIN,SIDEWALK
JA498036,7400 S HALSTED ST,ENGLEWOOD,SIDEWALK
JA498240,11600 S RACINE AVE,WEST PULLMAN,STREET
JB131758,2000 W 52ND ST,NEW CITY,ALLEY
JB132071,800 E 76TH ST,GREATER GRAND CROSSING,ALLEY
JA498335,1300 S ALBANY AVE,NORTH LAWNDALE,SIDEWALK
JA498602,1200 W 89TH ST,AUBURN GRESHAM,STREET
JA498949,1300 S HOMAN AVE,NORTH LAWNDALE,SIDEWALK
JB135659,5700 N TALMAN AVE,WEST RIDGE,STREET
JA499275,5600 S EMERALD AVE,ENGLEWOOD,SIDEWALK
JA501018,4000 W CARROLL AVE,WEST GARFIELD PARK,SIDEWALK
JB135887,1100 N LEAVITT ST,WEST TOWN,STREET
JA501867,4400 W MADISON ST,WEST GARFIELD PARK,OTHER
JA502965,3000 S KEELER AVE,SOUTH LAWNDALE,SIDEWALK
JA503012,1300 S HOMAN AVE,NORTH LAWNDALE,SIDEWALK
JB138171,500 W 87TH ST,AUBURN GRESHAM,STREET
HZ224191,3900 S WESTERN BLVD,BRIGHTON PARK,STREET
JA503189,1100 W 74TH ST,ENGLEWOOD,STREET
JA503631,5800 W ROOSEVELT RD,AUSTIN,ALLEY
JA503670,1300 S MILLARD AVE,NORTH LAWNDALE,SIDEWALK
JA504429,5500 W CORCORAN PL,AUSTIN,SIDEWALK
JA505552,1600 S HARDING AVE,NORTH LAWNDALE,STREET
JB139063,6600 N DAMEN AVE,WEST RIDGE,PARKING LOT / GARAGE (NON RESIDENTIAL)
JB139352,3200 S ASHLAND AVE,MCKINLEY PARK,PARKING LOT/GARAGE(NON.RESID.)
JA505752,4200 W WILCOX ST,WEST GARFIELD PARK,RESIDENCE PORCH/HALLWAY
JA506122,10600 S SANGAMON ST,WASHINGTON HEIGHTS,RESIDENCE
JA507023,4200 W CERMAK RD,NORTH LAWNDALE,STREET
JB139996,11300 S DR MARTIN LUTHER KING JR DR,ROSELAND,APARTMENT
JA507241,7300 S DAMEN AVE,WEST ENGLEWOOD,ALLEY
JA509971,3800 W ROOSEVELT RD,NORTH LAWNDALE,SIDEWALK
JA510725,4300 W MADISON ST,WEST GARFIELD PARK,SIDEWALK
JA510744,2800 S TRIPP AVE,SOUTH LAWNDALE,SIDEWALK
JA512754,4900 W MONROE ST,AUSTIN,STREET
JA513100,1200 S INDEPENDENCE BLVD,NORTH LAWNDALE,ALLEY
JA513499,7200 S VINCENNES AVE,GREATER GRAND CROSSING,STREET
JA515729,2300 S SACRAMENTO AVE,SOUTH LAWNDALE,RESIDENCE PORCH/HALLWAY
JA516297,1300 S ALBANY AVE,NORTH LAWNDALE,STREET
JB149087,10700 S PRAIRIE AVE,ROSELAND,SIDEWALK
JA516986,4600 S FEDERAL ST,GRAND BOULEVARD,SIDEWALK
JA517286,7500 S STATE ST,GREATER GRAND CROSSING,GAS STATION
JA517684,500 N LARAMIE AVE,AUSTIN,STREET
JA518008,3900 W VAN BUREN ST,WEST GARFIELD PARK,STREET
JA518538,5000 W FULTON ST,AUSTIN,RESIDENCE
JA521250,7800 S STATE ST,GREATER GRAND CROSSING,STREET
JA522035,1900 S PULASKI RD,NORTH LAWNDALE,SIDEWALK
JA522094,500 N LAVERGNE AVE,AUSTIN,SIDEWALK
JA522388,7100 S HERMITAGE AVE,WEST ENGLEWOOD,STREET
JA524064,6600 S GREEN ST,ENGLEWOOD,RESIDENTIAL YARD (FRONT/BACK)
JA524131,3500 W FRANKLIN BLVD,HUMBOLDT PARK,SIDEWALK
JA524308,4100 W MADISON ST,WEST GARFIELD PARK,SIDEWALK
JB155607,4100 W ARMITAGE AVE,HERMOSA,ALLEY
JB156029,3100 W CARROLL AVE,EAST GARFIELD PARK,STREET
JB156067,2900 S LOOMIS ST,BRIDGEPORT,RESIDENCE
JB156530,400 W CHICAGO AVE,NEAR NORTH SIDE,STREET
JA524432,1200 S INDEPENDENCE BLVD,NORTH LAWNDALE,SIDEWALK
JA524688,200 N PINE AVE,AUSTIN,SIDEWALK
JB157908,7600 S CHAMPLAIN AVE,GREATER GRAND CROSSING,STREET
JA524722,1500 S RIDGEWAY AVE,NORTH LAWNDALE,SIDEWALK
JA525163,2700 S TRIPP AVE,SOUTH LAWNDALE,SIDEWALK
JA525544,6200 S SEELEY AVE,WEST ENGLEWOOD,STREET
JA526345,600 N SAWYER AVE,HUMBOLDT PARK,SIDEWALK
JA526378,6200 S ABERDEEN ST,ENGLEWOOD,SIDEWALK
JA526639,300 N CENTRAL AVE,AUSTIN,SIDEWALK
JB159602,3700 W ADDISON ST,IRVING PARK,STREET
JA526919,0 N LOTUS AVE,AUSTIN,SIDEWALK
JB160338,2600 N KIMBALL AVE,LOGAN SQUARE,SIDEWALK
JA527224,5300 W MADISON ST,AUSTIN,SIDEWALK
JB161811,1700 W CULLERTON ST,LOWER WEST SIDE,STREET
JB163124,2400 W AUGUSTA BLVD,WEST TOWN,VEHICLE NON-COMMERCIAL
JB163132,8000 S EMERALD AVE,AUBURN GRESHAM,STREET
JA528112,7100 S MAY ST,ENGLEWOOD,STREET
JA529910,300 W 47TH ST,FULLER PARK,STREET
JA530278,100 W 99TH ST,ROSELAND,SIDEWALK
JA530344,0 N LONG AVE,AUSTIN,SIDEWALK
JA530345,7000 S INDIANA AVE,GREATER GRAND CROSSING,RESIDENCE PORCH/HALLWAY
JA530512,5100 W JACKSON BLVD,AUSTIN,SIDEWALK
JB164039,2100 W 52ND ST,NEW CITY,SIDEWALK
JA530761,6800 S PERRY AVE,GREATER GRAND CROSSING,SIDEWALK
JA531494,3700 W HURON ST,HUMBOLDT PARK,STREET
JA531627,3100 W CERMAK RD,SOUTH LAWNDALE,ALLEY
JA531800,400 S PULASKI RD,WEST GARFIELD PARK,GAS STATION
JB165371,1800 N RICHMOND ST,LOGAN SQUARE,STREET
JA532320,100 E 41ST ST,GRAND BOULEVARD,STREET
HZ235045,1300 E 75TH ST,SOUTH SHORE,STREET
JA533156,2800 S HARDING AVE,SOUTH LAWNDALE,STREET
JA533345,3500 W JACKSON BLVD,EAST GARFIELD PARK,SIDEWALK
JA533558,5800 S INDIANA AVE,WASHINGTON PARK,STREET
JB167890,400 W BLACKHAWK ST,NEAR NORTH SIDE,SIDEWALK
JA534114,5900 W MADISON ST,AUSTIN,SIDEWALK
JA534553,0 W 111TH PL,ROSELAND,STREET
JB171323,5000 N KEDVALE AVE,NORTH PARK,SIDEWALK
JA534848,0 W 79TH ST,CHATHAM,PARKING LOT/GARAGE(NON.RESID.)
JB172223,7200 S MERRILL AVE,SOUTH SHORE,SIDEWALK
JB172909,2500 W CHICAGO AVE,WEST TOWN,STREET
JA535166,2500 S HOMAN AVE,SOUTH LAWNDALE,ALLEY
JA535188,7100 S STATE ST,GREATER GRAND CROSSING,SIDEWALK
JA535525,700 W 129TH PL,WEST PULLMAN,SIDEWALK
JA535967,4900 W HUBBARD ST,AUSTIN,STREET
JA536499,7400 S STEWART AVE,GREATER GRAND CROSSING,STREET
JA536719,300 W MARQUETTE RD,ENGLEWOOD,OTHER
JA537408,1100 S MASON AVE,AUSTIN,SIDEWALK
JA537617,6400 S PARNELL AVE,ENGLEWOOD,STREET
JA538851,1000 W 56TH ST,ENGLEWOOD,STREET
JB174446,3100 W COLUMBUS AVE,ASHBURN,PARKING LOT/GARAGE(NON.RESID.)
JA539448,200 N HOMAN AVE,EAST GARFIELD PARK,STREET
JA540528,10600 S LAFAYETTE AVE,ROSELAND,SIDEWALK
JA540862,300 N AVERS AVE,WEST GARFIELD PARK,STREET
JA542452,4200 W CONGRESS PKWY,WEST GARFIELD PARK,STREET
JA542914,6700 S MICHIGAN AVE,GREATER GRAND CROSSING,SIDEWALK
JB176908,7600 S CHAMPLAIN AVE,GREATER GRAND CROSSING,STREET
JB177416,6000 W ROSCOE ST,DUNNING,VEHICLE NON-COMMERCIAL
JB177525,8100 S AVALON AVE,AVALON PARK,STREET
JA543159,2900 W ROOSEVELT RD,NORTH LAWNDALE,SIDEWALK
JB178862,7300 S EAST END AVE,SOUTH SHORE,STREET
JA543606,3000 S TRUMBULL AVE,SOUTH LAWNDALE,VEHICLE NON-COMMERCIAL
JA544258,5600 S HONORE ST,WEST ENGLEWOOD,STREET
JA545703,1200 S INDEPENDENCE BLVD,NORTH LAWNDALE,SIDEWALK
JA545922,600 N RIDGEWAY AVE,HUMBOLDT PARK,STREET
JA546186,1300 S KOLIN AVE,NORTH LAWNDALE,SIDEWALK
JB181377,3000 S HALSTED ST,BRIDGEPORT,GAS STATION
JA549380,6500 S GREEN ST,ENGLEWOOD,SIDEWALK
JB182523,8200 S INGLESIDE AVE,CHATHAM,SIDEWALK
JA550058,3600 W HARRISON ST,EAST GARFIELD PARK,ALLEY
JA552304,5500 S STATE ST,WASHINGTON PARK,SIDEWALK
HZ237899,5800 N PULASKI RD,NORTH PARK,STREET
JA552789,300 S HOMAN AVE,EAST GARFIELD PARK,STREET
JA552816,5600 W MADISON ST,AUSTIN,SIDEWALK
JB184807,1800 S DAMEN AVE,LOWER WEST SIDE,STREET
JA553330,3900 W MONROE ST,WEST GARFIELD PARK,RESIDENTIAL YARD (FRONT/BACK)
JA554288,4900 W HUBBARD ST,AUSTIN,SIDEWALK
JB185982,8200 S COTTAGE GROVE AVE,CHATHAM,STREET
JA554752,6900 S INDIANA AVE,GREATER GRAND CROSSING,SIDEWALK
JA554818,200 W 63RD ST,ENGLEWOOD,GAS STATION
JB186964,700 W 83RD ST,AUBURN GRESHAM,STREET
JB187281,800 E 86TH ST,CHATHAM,SIDEWALK
JA554915,7200 S MORGAN ST,ENGLEWOOD,ALLEY
JA557111,3700 W ROOSEVELT RD,NORTH LAWNDALE,SIDEWALK
JA557168,5200 W ADAMS ST,AUSTIN,ALLEY
JA558364,3400 W OHIO ST,HUMBOLDT PARK,STREET
JA558598,3300 W WALNUT ST,EAST GARFIELD PARK,RESIDENCE PORCH/HALLWAY
JB188863,100 N FRANKLIN ST,LOOP,CONVENIENCE STORE
JB188894,7700 S KEDZIE AVE,ASHBURN,GAS STATION
JA559597,1300 S TROY ST,NORTH LAWNDALE,SIDEWALK
JA560200,3300 W JACKSON BLVD,EAST GARFIELD PARK,STREET
JA560334,7000 S CARPENTER ST,ENGLEWOOD,APARTMENT
JB190101,3500 N MENARD AVE,PORTAGE PARK,SIDEWALK
JB190667,4300 N MONTICELLO AVE,IRVING PARK,ALLEY
JA560509,600 N LEAMINGTON AVE,AUSTIN,STREET
JA561010,1400 S HAMLIN AVE,NORTH LAWNDALE,STREET
JA561061,600 S AUSTIN BLVD,AUSTIN,STREET
JA561064,8700 S WALLACE ST,AUBURN GRESHAM,SIDEWALK
JB194451,7900 S ELLIS AVE,CHATHAM,SIDEWALK
JB194483,8000 S HALSTED ST,AUBURN GRESHAM,ALLEY
JA561324,0 N LECLAIRE AVE,AUSTIN,STREET
JB196348,9500 S VINCENNES AVE,WASHINGTON HEIGHTS,STREET
JB197641,2800 W ARTHUR AVE,WEST RIDGE,STREET
JA561393,5800 S DR MARTIN LUTHER KING JR DR,WASHINGTON PARK,STREET
JA562688,6300 S HAMILTON AVE,WEST ENGLEWOOD,VEHICLE NON-COMMERCIAL
JB197806,9300 S PAXTON AVE,CALUMET HEIGHTS,SIDEWALK
JA563965,400 W 119TH ST,WEST PULLMAN,STREET
JA564565,100 S LARAMIE AVE,AUSTIN,SIDEWALK
JB198712,2400 N RIDGEWAY AVE,LOGAN SQUARE,SIDEWALK
JB198729,5400 W IRVING PARK RD,PORTAGE PARK,PARKING LOT/GARAGE(NON.RESID.)
JA564668,4300 W VAN BUREN ST,WEST GARFIELD PARK,STREET
JA565126,700 W 48TH PL,NEW CITY,OTHER
JA567296,12500 S EMERALD AVE,WEST PULLMAN,RESIDENCE
JA567537,5700 W WASHINGTON BLVD,AUSTIN,APARTMENT
JA568325,5300 W OHIO ST,AUSTIN,STREET
HZ245004,5100 S KOLIN AVE,ARCHER HEIGHTS,STREET
JA568352,300 S KILBOURN AVE,WEST GARFIELD PARK,STREET
JA568982,7300 S SANGAMON ST,ENGLEWOOD,SIDEWALK
JB199683,1700 N WESTERN AVE,WEST TOWN,SIDEWALK
JB199902,3400 W FULLERTON AVE,LOGAN SQUARE,STREET
JB100003,11500 S STATE ST,WEST PULLMAN,RESIDENCE
JB100084,5400 W JACKSON BLVD,AUSTIN,ALLEY
JB100226,500 W 127TH PL,WEST PULLMAN,ALLEY
JB103077,7400 S VINCENNES AVE,GREATER GRAND CROSSING,ALLEY
JB200926,9400 S WENTWORTH AVE,ROSELAND,OTHER
JB103508,200 E 58TH ST,WASHINGTON PARK,OTHER
JB104411,3500 W 23RD ST,SOUTH LAWNDALE,SIDEWALK
JB104520,700 S PULASKI RD,WEST GARFIELD PARK,VACANT LOT / LAND
JB105158,3600 W LEXINGTON ST,EAST GARFIELD PARK,ALLEY
JB105245,700 N HOMAN AVE,HUMBOLDT PARK,STREET
JB105902,2600 S PULASKI RD,SOUTH LAWNDALE,SIDEWALK
JB107279,5700 S STATE ST,WASHINGTON PARK,GROCERY FOOD STORE
JB108389,1300 S KARLOV AVE,NORTH LAWNDALE,SIDEWALK
JB109153,4000 W MONROE ST,WEST GARFIELD PARK,STREET
JB109389,12100 S BISHOP ST,WEST PULLMAN,RESIDENCE PORCH/HALLWAY
JB109615,7200 S CLAREMONT AVE,CHICAGO LAWN,STREET
JB111801,200 N HOMAN AVE,EAST GARFIELD PARK,SIDEWALK
JB111840,4800 W HARRISON ST,AUSTIN,ALLEY
JB112692,5100 W HARRISON ST,AUSTIN,SIDEWALK
JB112810,700 N HOMAN AVE,HUMBOLDT PARK,SIDEWALK
JB114021,4500 W WEST END AVE,WEST GARFIELD PARK,ALLEY
JB207153,200 E HURON ST,NEAR NORTH SIDE,HOSPITAL BUILDING/GROUNDS
JB114289,4700 W HURON ST,AUSTIN,RESIDENCE
JB207214,8600 S MORGAN ST,AUBURN GRESHAM,GAS STATION
JB205638,1500 N LINDER AVE,AUSTIN,STREET
JB114547,3900 W ARTHINGTON ST,WEST GARFIELD PARK,APARTMENT
JB115542,2800 W 21ST ST,SOUTH LAWNDALE,STREET
JB209073,4900 S KILDARE AVE,ARCHER HEIGHTS,SIDEWALK
JB116231,12300 S UNION AVE,WEST PULLMAN,RESIDENCE
JB116847,4700 W LAKE ST,AUSTIN,CTA STATION
JB209199,3300 W MONTROSE AVE,IRVING PARK,SIDEWALK
JB117210,9900 S CARPENTER ST,WASHINGTON HEIGHTS,STREET
JB117352,4200 S MICHIGAN AVE,GRAND BOULEVARD,SIDEWALK
JB209327,8200 S LOOMIS BLVD,AUBURN GRESHAM,STREET
JB211937,800 E 89TH PL,CHATHAM,SIDEWALK
JB211940,1600 N LAKE SHORE DR,LINCOLN PARK,STREET
JB120589,5200 W ADAMS ST,AUSTIN,SIDEWALK
JB120881,600 N LECLAIRE AVE,AUSTIN,STREET
JB214232,10100 S WINSTON AVE,WASHINGTON HEIGHTS,RESIDENCE
JB120961,1200 S HOMAN AVE,NORTH LAWNDALE,APARTMENT
JB121157,4000 W GLADYS AVE,WEST GARFIELD PARK,RESIDENCE
JB122024,700 N CENTRAL PARK AVE,HUMBOLDT PARK,SIDEWALK
JB122682,5500 W CONGRESS PKWY,AUSTIN,STREET
JB123172,3800 W ARTHINGTON ST,WEST GARFIELD PARK,ALLEY
JB123685,3900 S INDIANA AVE,GRAND BOULEVARD,STREET
JB215457,9300 S STONY ISLAND AVE,CALUMET HEIGHTS,STREET
JB123857,10500 S WENTWORTH AVE,ROSELAND,SIDEWALK
JB215517,900 W SHERIDAN RD,LAKE VIEW,ALLEY
JB215676,3000 W 52ND ST,GAGE PARK,VEHICLE NON-COMMERCIAL
JB125808,3800 W FERDINAND ST,HUMBOLDT PARK,SIDEWALK
JB216718,7900 S COTTAGE GROVE AVE,CHATHAM,SIDEWALK
JB125828,2600 S KEDVALE AVE,SOUTH LAWNDALE,ALLEY
JB125911,7300 S ASHLAND AVE,WEST ENGLEWOOD,SIDEWALK
JB126187,3200 W MADISON ST,EAST GARFIELD PARK,OTHER
JB127512,2900 W 25TH ST,SOUTH LAWNDALE,STREET
JB128470,7200 S ABERDEEN ST,ENGLEWOOD,STREET
JB129916,3300 W 25TH ST,SOUTH LAWNDALE,SIDEWALK
JB131337,2500 S SPAULDING AVE,SOUTH LAWNDALE,SIDEWALK
JB131356,12000 S EGGLESTON AVE,WEST PULLMAN,STREET
JB131925,2400 S ALBANY AVE,SOUTH LAWNDALE,SIDEWALK
HZ254675,1300 W ROOSEVELT RD,NEAR WEST SIDE,STREET
HZ254992,400 W 79TH PL,CHATHAM,STREET
JB132445,5700 W HURON ST,AUSTIN,STREET
JB132555,7300 S HALSTED ST,ENGLEWOOD,SIDEWALK
JB220247,5000 S KEDZIE AVE,GAGE PARK,RESTAURANT
JB220342,2500 W POLK ST,NEAR WEST SIDE,STREET
JB133889,200 S KILDARE AVE,WEST GARFIELD PARK,SIDEWALK
JB135706,4700 S COTTAGE GROVE AVE,GRAND BOULEVARD,STREET
JB136073,3300 W HARRISON ST,EAST GARFIELD PARK,SIDEWALK
JB136416,2600 S DRAKE AVE,SOUTH LAWNDALE,SIDEWALK
JB136702,12400 S NORMAL AVE,WEST PULLMAN,RESIDENCE-GARAGE
JB138202,7300 S WABASH AVE,GREATER GRAND CROSSING,VEHICLE NON-COMMERCIAL
JB139438,3200 W ROOSEVELT RD,NORTH LAWNDALE,PARKING LOT/GARAGE(NON.RESID.)
JB141288,9500 S HALSTED ST,WASHINGTON HEIGHTS,STREET
JB148766,2700 S STATE ST,DOUGLAS,CHA PARKING LOT/GROUNDS
JB221924,9400 S HARVARD AVE,ROSELAND,SIDEWALK
JB150050,300 E 69TH ST,GREATER GRAND CROSSING,STREET
JB150695,700 S ST LOUIS AVE,EAST GARFIELD PARK,ALLEY
JB150910,3600 W FLOURNOY ST,EAST GARFIELD PARK,STREET
JB151081,6700 S JUSTINE ST,WEST ENGLEWOOD,SIDEWALK
JB152159,1300 S KEDZIE AVE,NORTH LAWNDALE,VEHICLE NON-COMMERCIAL
JB152499,5200 W ADAMS ST,AUSTIN,SIDEWALK
JB225109,0 W 87TH ST,CHATHAM,STREET
JB152643,4700 W MADISON ST,AUSTIN,SIDEWALK
